entity_id,entity_name,employee_count,turnover,entity_kind,size_estimate,size_confidence,size_employees,size_revenue_aud,industry,deduplicated_event_id,title,event_date,event_type,records_affected,vendor_organization_name,date_confidence,confidence_score,total_data_sources,source_members,org_size,org_size_score,org_size_unknown,employee_size,turnover_size,entity_kind_group,sector_proxy,records_bucket
980,ASPI,75.0,,organisation,MEDIUM,0.8,75.0,20000000.0,Other,a3864ba4-5f69-4a0e-8e6d-08cc3b269fd4,"Exfiltrate, encrypt, extort - ASPI",2021-07-01,Other,,,,0.5,1,1,MEDIUM,2.0,0,medium,unknown,organisation,other,unknown
6038,Atmos,10.0,,organisation,SMALL,0.9,10.0,5000000.0,Other,5f0706eb-8833-47e9-a83b-6c56ad7259d3,Atmos Cyber incident response process,2025-06-01,Other,,,,0.5,1,1,SMALL,1.0,0,small,unknown,organisation,other,unknown
22700,Attorney-General's Department,2000.0,,government_body,LARGE,1.0,2000.0,1000000000.0,Government,b8246512-0f87-4fb5-8767-ebb9d92c5b7a,Attorney-General's Department contacted Australian Cyber Security,2026-05-27,Data Breach,,,,0.5,1,1,LARGE,3.0,0,very_large,unknown,government_body,government,unknown
2907,auDA,64.0,,organisation,MEDIUM,0.9,64.0,50000000.0,Government,874e5d47-3bda-45c8-ac0e-e4a06c56f73b,Hackers claim to have breached auDA,2023-08-10,Data Breach,,,,0.5,2,2,MEDIUM,2.0,0,medium,unknown,organisation,government,unknown
2042,Aurecon,6500.0,,organisation,HUGE,1.0,6500.0,1750000000.0,Other,297cf903-60c2-48a0-a1a6-995c7f1d61ef,Aurecon cyber attack under investigation,2022-11-06,Infrastructure Attack,,,,0.5,1,1,HUGE,4.0,0,very_large,unknown,organisation,other,unknown
6042,Ausfec Limited,,,organisation,SMALL,0.4,,,Other,00d651e7-9713-49b6-954c-50f351975ca7,Ausfec Limited ransomware attack (May 2025),2025-02-22,Ransomware,,,,0.5,1,1,SMALL,1.0,0,unknown,unknown,organisation,other,unknown
6086,Aussie Medical Clinics,600.0,,organisation,LARGE,0.8,600.0,,Healthcare,826ed2bc-b187-466b-a81e-0a9626424317,AI Ransomware Targeting Aussie Medical Clinics,2025-07-01,Ransomware,,,,0.5,1,1,LARGE,3.0,0,large,unknown,organisation,health,unknown
23242,Aussie UAS,10.0,,organisation,SMALL,0.9,10.0,5000000.0,Other,5df656f6-f134-4c35-8685-71eab147346a,Aussie UAS supplier warns of cyber attack,2026-07-24,Other,,,,0.5,1,1,SMALL,1.0,0,small,unknown,organisation,other,unknown
4114,Aussizz Group,125.0,,organisation,MEDIUM,0.7,125.0,30000000.0,Other,2ca32c66-39f6-45ca-b764-c22942bedc2d,Aussizz Group data breach,2024-04-01,Data Breach,1000.0,Outabox,,0.5,6,6,MEDIUM,2.0,0,medium,unknown,organisation,other,1k-10k
3417,Austal,3000.0,,organisation,LARGE,0.9,3000.0,1500000000.0,Other,503c59e3-88e2-453a-baa4-92508f68d422,US Navy shipbuilder Austal says cyber incident had 'no impact on,2023-12-02,Ransomware,,,,0.5,2,1,LARGE,3.0,0,very_large,unknown,organisation,other,unknown
5387,Austin’s Financial Solutions,10.0,,organisation,SMALL,0.9,10.0,2000000.0,Financial,c1e360b9-86b3-471e-9f5c-32ee97879220,Exclusive: Kairos ransomware claims hack of Austin’s Financial Solutions,2024-12-19,Ransomware,,,,0.85,8,8,SMALL,1.0,0,small,unknown,organisation,finance,unknown
475,Australia Post,34000.0,,organisation,HUGE,1.0,34000.0,9450000000.0,Government,8df28686-0685-459a-8979-7488435c67ef,Australia Post Employee Data Exposure,2022-04-01,Data Breach,200.0,,,0.65,1,1,HUGE,4.0,0,very_large,unknown,organisation,government,<1k
1107,Australia's Copyright Agency,75.0,,organisation,MEDIUM,0.6,75.0,35000000.0,,c4e9be98-2ebd-410e-a263-5955ea2b2b57,Australia's Copyright Agency investigates cyber incident,2021-11-19,Other,37000.0,,,0.85,1,1,MEDIUM,2.0,0,medium,unknown,organisation,government,10k-100k
6806,Australian airport,,,organisation,UNKNOWN,0.9,,,Transportation,7cf936c6-0d65-4556-ab6e-2971b78fe428,Security News: Latest & Breaking Security Headlines & News,2025-11-11,Other,,,,0.5,1,1,UNKNOWN,2.8546875,1,unknown,unknown,organisation,telecom_transport,unknown
1,Australian Bank,,,organisation,UNKNOWN,0.4,,,Finance,f0304297-eb38-4307-a99f-8817b2320ff7,Australian Bank Data Breach via Third,2019-12-12,Data Breach,100000.0,,,0.5,3,3,UNKNOWN,2.8546875,1,unknown,unknown,organisation,finance,100k+
5970,Australian Businesses Gear,,,organisation,UNKNOWN,0.4,,,Other,d3364f99-1921-4254-ad44-746c83d17d17,Page 4 - Ransomware - data security breach,2025-05-01,Ransomware,,,,0.5,1,1,UNKNOWN,2.8546875,1,unknown,unknown,organisation,other,unknown
5019,Australian Cancer Research Foundation,30.0,,organisation,MEDIUM,0.9,30.0,20000000.0,,cfe2c811-5e83-469b-b15e-7a1c084592c7,Exclusive: Australian Cancer Research Foundation informs donors of ‘data security incident’,2024-08-30,Data Breach,,,,0.85,1,1,MEDIUM,2.0,0,small,unknown,organisation,other,unknown
1284,Australian Clinical Labs,3000.0,,organisation,LARGE,0.9,3000.0,100000000.0,Healthcare,c54b3581-4eb8-4c2a-b58e-1d5ec789c128,ASX Announcements - Australian Clinical Labs,2022-02-01,Data Breach,223000.0,,,0.5,2,2,LARGE,3.0,0,very_large,unknown,organisation,health,100k+
855,Australian Consumer Banking,,,organisation,UNKNOWN,0.4,,,Financial,b35d8a76-8e0e-403f-96dd-a0bfb1d9dd54,Australian Consumer Banking Passwords Exposed by Infostealer Malware,2021-01-01,Data Breach,31000.0,,,0.5,10,10,UNKNOWN,2.8546875,1,unknown,unknown,organisation,finance,10k-100k
6374,Australian Dental Association,30.0,,organisation,MEDIUM,0.7,30.0,,,a347c0c1-0327-48e9-8182-e9aea9732e04,Australian Dental Association data breach (August 2025),2025-08-01,Data Breach,,,,0.5,1,1,MEDIUM,2.0,0,small,unknown,organisation,other,unknown
195,Australian Digital Health Agency,596.0,,organisation,LARGE,1.0,596.0,361000000.0,Government,9f37056a-2e89-4e73-ab72-4306af906f68,My Health Record system hit by hack attempt,2019-09-01,Vulnerability Exploit,,,,0.5,1,1,LARGE,3.0,0,large,unknown,organisation,government,unknown
195,Australian Digital Health Agency,596.0,,organisation,LARGE,1.0,596.0,361000000.0,Government,08b34e5c-a036-4b44-a576-7b8970cb5945,Data breaches - Australian Digital Health Agency,2023-06-01,Ransomware,,,,0.5,5,2,LARGE,3.0,0,large,unknown,organisation,government,unknown
195,Australian Digital Health Agency,596.0,,organisation,LARGE,1.0,596.0,361000000.0,Government,52d488c9-fee8-4672-b960-67716d123651,Australian Digital Health Agency data breach (July 2024),2024-07-01,Data Breach,,,,0.5,2,2,LARGE,3.0,0,large,unknown,organisation,government,unknown
545,Australian Electoral Commission,1150.0,,government_body,LARGE,1.0,1150.0,250000000.0,Government,4ff334fe-5d06-45a4-bebb-a5e0c448acd5,external Review of the Australian Electoral Commission,2019-01-01,Data Breach,2680.0,,,0.5,1,1,LARGE,3.0,0,very_large,unknown,government_body,government,1k-10k
2482,Australian Embassy,20.0,,government_body,MEDIUM,0.7,20.0,10000000.0,Government,045633ac-51e6-4763-aaf1-2633ba716bbc,Welcome to the Australian Embassy in Warsaw,2023-04-01,State-Sponsored Attack,,,,0.5,2,1,MEDIUM,2.0,0,small,unknown,government_body,government,unknown
7366,Australian estate agencies,2500.0,,organisation,LARGE,0.7,2500.0,,Other,086c2b36-0bc5-4532-a5a3-2c9577c9c330,Australian estate agencies hit by Radar ransomware attack,2025-10-17,Ransomware,,,,0.5,1,1,LARGE,3.0,0,very_large,unknown,organisation,other,unknown
358,Australian Federal Police,8082.0,,government_body,HUGE,1.0,8082.0,2250000000.0,Government,8bbc3be9-d459-4372-9744-1ce8a1991868,AFP officer data leak (September 2022),2022-09-01,Data Breach,,,,0.5,4,4,HUGE,4.0,0,very_large,unknown,government_body,government,unknown
358,Australian Federal Police,8082.0,,government_body,HUGE,1.0,8082.0,2250000000.0,Other,caae55c5-3ca8-4a9f-9a5e-e8907178b2c8,Aussie Fluid Power ransomware attack (September 2025),2025-09-01,Ransomware,,,,0.5,6,6,HUGE,4.0,0,very_large,unknown,government_body,government,unknown
22583,Australian gelato giant,600.0,,organisation,LARGE,0.8,600.0,,Other,f50298c9-672c-40d8-b6e4-96b39ddacbda,Cybersecurity professionals jailed for ransom attacks,2023-01-01,Ransomware,,,,0.5,1,1,LARGE,3.0,0,large,unknown,organisation,other,unknown
112,Australian Government,,,government_body,UNKNOWN,0.9,,,,80303c02-94d6-46d9-8345-648b025d7a60,Ongoing Cyberattack on Australian Government,2020-03-01,State-Sponsored Attack,,Microsoft,,0.5,15,15,UNKNOWN,2.8546875,1,unknown,unknown,government_body,government,unknown
112,Australian Government,,,government_body,UNKNOWN,0.9,,,Government,b1d4e03a-f21a-4f53-97a7-ce5ba9e20fe2,Australian Government Entity Hit by Brute-Force Attack,2020-07-01,Data Breach,,,,0.65,1,1,UNKNOWN,2.8546875,1,unknown,unknown,government_body,government,unknown
112,Australian Government,,,government_body,UNKNOWN,0.9,,,Government,7034fdd9-e4f5-4697-94c7-52cc19bba6d9,Ongoing SMS Phishing Campaign Targeting Australian Public,2020-12-01,Phishing,,,,0.5,1,1,UNKNOWN,2.8546875,1,unknown,unknown,government_body,government,unknown
112,Australian Government,,,government_body,UNKNOWN,0.9,,,Government,29b68226-573d-4cb2-896a-5466f70db71a,DDoS Attacks on Australian Government and University Targets by DieNet,2023-01-01,Denial of Service,7500.0,,,0.5,2,2,UNKNOWN,2.8546875,1,unknown,unknown,government_body,government,1k-10k
112,Australian Government,,,government_body,UNKNOWN,0.9,,,Government,3d06cad9-f39e-4f31-8beb-05f64884fc90,MOVEit Cyber Attack Impacts Australian Government Agencies,2023-05-27,Data Breach,,,,0.65,1,1,UNKNOWN,2.8546875,1,unknown,unknown,government_body,government,unknown
112,Australian Government,,,government_body,UNKNOWN,0.9,,,Government,9eef9089-ad64-4bb0-aafe-e5a182730190,Australia accuses China-backed hackers of breaching government,2024-07-01,State-Sponsored Attack,,,,0.5,1,1,UNKNOWN,2.8546875,1,unknown,unknown,government_body,government,unknown
112,Australian Government,,,government_body,UNKNOWN,0.9,,,Government,8a8764dd-36cd-4a52-8fff-751dcb7c33ab,Software dev accidentally leaks Australian govt documents,2025-01-01,Data Breach,,,,0.5,1,1,UNKNOWN,2.8546875,1,unknown,unknown,government_body,government,unknown
112,Australian Government,,,government_body,UNKNOWN,0.9,,,Government,330dd0ef-77f8-4af5-8d1a-1369b84eb64b,What we know so far about the cyberattack on Australian,2025-04-01,State-Sponsored Attack,,,,0.5,1,1,UNKNOWN,2.8546875,1,unknown,unknown,government_body,government,unknown
490,Australian Healthcare Sector,,,organisation,UNKNOWN,0.4,,,Healthcare,724cd6ea-c1ae-4950-bbc3-84b697d72e23,Australian healthcare sector targeted by ransomware (2020-2022),2022-06-01,Ransomware,,,,0.5,4,4,UNKNOWN,2.8546875,1,unknown,unknown,organisation,health,unknown
3823,Australian Human Resources Institute,115.0,,organisation,MEDIUM,0.9,115.0,30000000.0,,90792e6a-2a38-4546-9c28-d764b6777162,Australian Human Resources Institute warns customers of cyber attack,2024-02-01,Malware,,,,0.5,2,2,MEDIUM,2.0,0,medium,unknown,organisation,other,unknown
999,Australian Human Rights Commission,175.0,,government_body,MEDIUM,0.9,175.0,50000000.0,Government,cb302a11-7d5b-4761-a06f-6caecbbaea86,Breaking: Personal information exposed by Australian Human Rights Commission data breach,2025-03-24,Data Breach,670.0,,,0.5,10,10,MEDIUM,2.0,0,medium,unknown,government_body,government,<1k
520,Australian Information Commissioner,180.0,,government_body,MEDIUM,0.9,180.0,48000000.0,,140b4db2-ad3d-43c9-ab92-16b8ad0807df,Amnesty International Canada says it was targeted by China,2021-07-01,State-Sponsored Attack,,,,0.5,1,1,MEDIUM,2.0,0,medium,unknown,government_body,government,unknown
22754,Australian jewellery brand,125.0,,organisation,MEDIUM,0.6,125.0,55000000.0,Other,61427422-0413-45ab-82ae-701abb49db46,Exclusive: Major Australian jewellery brand confirms cyber incident,2026-05-04,Data Breach,,,,0.5,1,1,MEDIUM,2.0,0,medium,unknown,organisation,other,unknown
3187,Australian Ministry of Interior,10000.0,,government_body,HUGE,0.9,10000.0,1000000000.0,Government,31ebaa8f-ffeb-4b12-ab30-1b5cce068455,DDoS Attack on Australian Ministry of Interior Website,2023-10-06,Denial of Service,,,,0.65,1,1,HUGE,4.0,0,very_large,unknown,government_body,government,unknown
1311,Australian National University,6000.0,,organisation,HUGE,1.0,6000.0,1500000000.0,Education,4821fce6-dba8-4ade-a70d-a0ccf226bbdf,Australian National University Investigates Alleged Ransomware Attack,2025-02-16,Other,18934.0,Instructure,,0.5,6,6,HUGE,4.0,0,very_large,unknown,organisation,education,10k-100k
5717,Australian New Zealand Clinical Trials Registry,10.0,,organisation,SMALL,0.7,10.0,5000000.0,Healthcare,9d1f903e-6658-45a4-91bc-d1da265b388f,Australian clinical trials delayed after cyberattack takes down website for a week,2025-02-24,State-Sponsored Attack,26466.0,,,0.5,2,2,SMALL,1.0,0,small,unknown,organisation,health,10k-100k
1529,Australian Nursing Home Foundation,250.0,,organisation,LARGE,0.8,250.0,55000000.0,,d8f6d341-dd77-4e49-bf84-cf9f7196f9a2,1.5TB allegedly stolen in Australian Nursing Home Foundation cyber attack,2023-11-01,Other,,,,0.5,2,2,LARGE,3.0,0,large,unknown,organisation,other,unknown
6243,Australian Office of the Migration Agents Registration Authority,41.0,,government_body,MEDIUM,1.0,41.0,2500000.0,Government,0840be79-7059-47b9-8fc9-555dc9d02307,Australian Office of the Migration Agents Registration Authority discloses accidental data breach,2025-05-05,Data Breach,,,,0.5,2,2,MEDIUM,2.0,0,small,unknown,government_body,government,unknown
4637,Australian rare earths producer,1000.0,,organisation,LARGE,0.9,1000.0,500000000.0,Other,d597ee9b-f7cf-43a2-a8b6-59ba7607c04a,Second Australian rare earths producer suffers cyber attack,2024-03-01,Denial of Service,,,,0.5,1,1,LARGE,3.0,0,very_large,unknown,organisation,other,unknown
